volume	part	number	page	auth	titl	oreg	odat	id	dreg	claimants	previous	new_matter	see_also_ren	see_also_reg	publ	note	full_text
					The New York times.  Vol. 112, no. 38330, Jan. 3, 1963.	B11148	1963-01-03	RE517509	1991-01-24	New York Times Company|PCW							
					The Washington post and times herald.  Vol. 86, no. 29, Jan. 3, 1963.	B11231	1963-01-03	RE560165	1991-12-23	Washington Post Company|PCW							
					Plays, the drama magazine for young people.  Vol. 22, no. 5, Feb. 1963.	B12857	1963-01-03	RE539886	1991-07-31	Plays, Inc.|PCW							
					Alfred Hitchcock's mystery magazine.  Vol. 8, no. 2.	B13603	1963-01-03	RE516459	1991-02-04	Davis Publications, Inc.|PCW							
					The Commonweal.  Vol. 77, no. 16, Jan. 11, 1963.	B13728	1963-01-03	RE537624	1991-01-07	Commonweal Foundation|PCW							
					New York herald tribune crossword puzzles.  Vol. 14, no. 66, Mar. 1963.	B14071	1963-01-03	RE566840	1991-12-30	IHT Corporation|PWH							
					Dow Jones news service, New York.  Jan. 3, 1963.	B14548	1963-01-03	RE522035	1991-12-30	Dow Jones & Company, Inc.|PCW							
					Superman's pal, Jimmy Olsen.  No. 67, Mar. 1963.	B14682	1963-01-03	RE547472	1991-10-07	DC Comics, Inc.|PWH							
					My greatest adventure.  No. 77, Mar. 1963.	B14683	1963-01-03	RE545775	1991-09-30	DC Comics, Inc.|PWH							
					Superboy.  No. 103, Mar. 1963.	B14684	1963-01-03	RE547473	1991-10-07	DC Comics, Inc.|PWH							
					Our army at war.  No. 128, Mar. 1963.	B14685	1963-01-03	RE545776	1991-09-30	DC Comics, Inc.|PWH							
					Secret hearts.  No. 86, Mar. 1963.	B14686	1963-01-03	RE547394	1991-10-09	DC Comics, Inc.|PWH							
					Los Angeles times.  Vol. 82, no. 32, Jan. 4, 1963.	B14987	1963-01-03	RE558428	1991-12-24	Times-Mirror Company|PCW							
					House of mystery.  No. 132, Mar. 1963.	B15441	1963-01-03	RE545952	1991-09-26	DC Comics, Inc.|PWH							
					Fate.  Vol. 16, no. 2, Feb. 1963.	B15674	1963-01-03	RE521690	1991-12-20	Llewellyn Publications|PCW							
					Pacific reporter, second series.  Vol. 376, no. 4, Jan. 4, 1963.	B16289	1963-01-03	RE542998	1991-08-19	West Publishing Company|PWH							
					South Eastern reporter, second series.  Vol. 128, no. 4, Jan. 3, 1963.	B16292	1963-01-03	RE542462	1991-08-19	West Publishing Company|PWH							
					South Western reporter, second series.  Vol. 362, no. 1, Jan. 1, 1963.	B16295	1963-01-03	RE542146	1991-08-19	West Publishing Company|PWH							
					Vogue knitting book.  Spring-summer 1963.	B17275	1963-01-03	RE561144	1991-12-13	Conde Nast Publications, Inc.|PCW||Division|PCW							
					New England journal of medicine.  Vol. 268, no. 1, Jan. 3, 1963.	B20132	1963-01-03	RE584257	1991-12-17	Massachusetts Medical Society|PCW							
					The Family handyman.  Vol. 13, no. 1, Feb. 1963.	B20148	1963-01-03	RE522029	1991-12-19	Home Service Publications, Inc.|PWH							
					Electrolysis digest.  Vol. 10, no. 1, Jan. 1963.	B20217	1963-01-03	RE548301	1991-09-16	Gordon Blackwell|PCW							
					Sports illustrated.  Vol. 18, no. 1, Jan. 7, 1963.	B23070	1963-01-03	RE559619	1991-12-23	Time, Inc.|PWH||Magazine Company|PWH							
					The American journal of sociology.  Vol. 68, no. 4.	B29383	1963-01-03	RE540234	1991-08-12	University of Chicago|PCW							
					Pillow talk.  Dramatization: Christopher Sergel.	DP4982	1963-01-03	RE529100	1991-04-17	Christopher Sergel|A						Adapted from the screenplay by Stanley Shapiro & Maurice Richlin, based on the book by Russell Rouse & Clarence Green.	
				L. Ron Hubbard.	HCOB 3 January AD13, Routine 2--opposition lists right and wrong oppose.	TX1153882	1963-01-03	RE561188	1991-12-12	Mary Sue Hubbard|W							
				Robert L. Heilbroner.	The Great ascent; the struggle for economic development in our time.	A599740	1963-01-04	RE561385	1991-12-16	Robert L. Heilbroner|A							
				Charles A. Pease.	Body building, group method.	A599882	1963-01-04	RE552852	1991-11-15	Charles A. Pease|A							
				N. J. Fine.	Fundamentals of college mathematics.  Ch. 5 to 9.	A602652	1963-01-04	RE553108	1991-11-12	N. J. Fine|A							
					Basic guide to trumpet playing.  m Byron L. Autrey.	A603458	1963-01-04	RE552746	1991-11-01	M. M. Cole Publishing Company|PWH							
				Ken Kraft, introd.: Pearl S. Buck.	Garden to order.	A604082	1963-01-04	RE558643	1991-05-07	Ken Kraft|A							
				Edmund Fuller & Blanche Jennings Thompson.	Four adventures in courage.	A604084	1963-01-04	RE558633	1991-12-06	Blanche Thompson|A||Edmund Fuller|A							
				Richard Scarry.	Tinker and Tanker in Africa.	A604193	1963-01-04	RE535166	1991-06-17	Richard Scarry|A							
				Richard Scarry.	Tinker and Tanker, Knights of the Round Table.	A604194	1963-01-04	RE535167	1991-06-17	Richard Scarry|A							
				Todhunter Ballard.	Westward the monitors roar.	A604196	1963-01-04	RE535168	1991-06-17	Phoebe Dwiggins Ballard|W							
				Forbes Rydell, pseud. of Deloris S. Forbes & Helen Rydell.	No questions asked.	A604198	1963-01-04	RE535169	1991-06-17	Forbes Rydell|A							
				Lyon Sprague DeCamp.	A Gun for dinosaur, and other imaginative tales.	A604234	1963-01-04	RE537593	1991-01-30	L. Sprague DeCamp|A							
				Oakley Hall.	The Downhill racers.	A604277	1963-01-04	RE522486	1991-01-29	Oakley Hall|A							
					Pacific reporter, second series.  Vol. 374.	A604362	1963-01-04	RE542402	1991-08-19	West Publishing Company|PWH							
				Wilma E. Hirst.	Know your school psychologist.	A604376	1963-01-04	RE562130	1991-12-19	Wilma E. Hirst|A							
					Readings for technical writers.  Edited by Margaret D. Blickle and Martha E. Passe.	A604386	1963-01-04	RE553112	1991-11-12	Margaret D. Blickle|A||Martha E. Passe|A							
				Ernest Beutler & Virgil F. Fairbanks.	Clinical disorders of iron metabolism.	A604404	1963-01-04	RE521959	1991-12-12	Virgil Fairbanks|A||Ernest Beutler|A							
				Geddes MacGregor.	The Hemlock and the cross.	A604418	1963-01-04	RE565847	1991-12-24	Geddes MacGregor|A							
					Georgia digest.  Vols. 2-2B.	A604659	1963-01-04	RE542798	1991-08-19	West Publishing Company|PWH							
				Isaac Asimov, decorations by William Barss.	Words from the Exodus.	A604697	1963-01-04	RE534180	1991-07-02	Isaac Asimov|A							
				Betty Schechter.	The Peaceable revolution.	A604699	1963-01-04	RE534082	1991-05-30	Betty Schechter|A							
				Willard Price.	The Amazing Mississippi.	A604746	1963-01-04	RE534941	1991-07-17	Willard Price|A							
					The Subject of Harry Egypt.  Text: Daniel S. Broun.	A604753	1963-01-04	RE539042	1991-08-05	Daniel S. Broun|A							
				Gerhard Lenski.	The Religious factor; a sociological study of religion's impact on politics, economics, and family life.	A605096	1963-01-04	RE535130	1991-06-17	Gerhard Lenski|A							
				Wilbur L. Beauchamp, John C. Mayfield & Paul DeHart Hurd.	Science is explaining.	A609888	1963-01-04	RE507060	1991-09-09	Scott, Foresman, and Company|PWH							
				C. Bickford O'Brien.	Muscovy and the Ukraine: from the Pereiaslavl agreement to the truce of Andruscovo, 1654-1667.	A611502	1963-01-04	RE565733	1991-12-31	C. Bickford O'Brien|A							
				Edward P. Morgan.	Clearing the air.	A613439	1963-01-04	RE539573	1991-08-09	Edward P. Morgan|A							
				Miles O. Price & Harry Bitner.	Teacher's manual for Effective legal research.	A614438	1963-01-04	RE535323	1991-07-15	Harry Bitner|A||Mary P. Franco|C							
					How to play better baseball.  Text: C. Paul Jackson, ill.: Leonard Kessler.	A616138	1963-01-04	RE537453	1991-08-05	C. Paul Jackson|A							
				Carl L. Moore & Robert K. Jaedicke.	Managerial accounting.	A625884	1963-01-04	RE562941	1991-12-23	South-Western Publishing Company|PWH							
				Albert C. Fries.	Timed writings about careers.	A628219	1963-01-04	RE562945	1991-12-23	South-Western Publishing Company|PWH							
				Mary B. Palmer & Carlota Dodge.	The Teaspoon tree.	A643627	1963-01-04	RE552887	1991-11-14	Mary B. Palmer|A							
					Daily variety.  Vol. 118, no. 18, Jan. 4, 1963.	B10955	1963-01-04	RE507126	1991-09-17	Daily Variety, Ltd.|PWH							
					The Christian Science monitor, Boston.  Vol. 55, no. 33, Jan. 4, 1963.	B11004	1963-01-04	RE514161	1991-01-14	Christian Science Publishing Society|PWH							
					The Wall Street journal.  Vol. 161, no. 3, Jan. 4, 1963.	B11022	1963-01-04	RE566069	1991-12-30	Dow Jones & Company, Inc.|PCW							
					The New York times.  Vol. 112, no. 38331, Jan. 4, 1963.	B11145	1963-01-04	RE517508	1991-01-24	New York Times Company|PCW							
					The Washington post and times herald.  Vol. 86, no. 30, Jan. 4, 1963.	B11235	1963-01-04	RE560166	1991-12-23	Washington Post Company|PCW							
					Chicago daily tribune.  Vol. 122, no. 4, Jan. 4, 1963.	B12622	1963-01-04	RE513530	1991-01-02	Chicago Tribune Company|PCW							
					The William and Mary quarterly; a magazine of early American history.  Vol. 20, no. 1, Jan. 1963.	B13213	1963-01-04	RE517571	1991-01-28	Institute of Early American History and Culture|PCW							
					Metabolism.  Vol. 12, no. 1, Jan. 1963.	B13314	1963-01-04	RE562112	1991-12-19	W. B. Saunders Company|PCW							
					The Sewanee review.  Vol. 71, no. 1, Jan.-Mar. 1963.	B13597	1963-01-04	RE527339	1991-01-22	University of the South|PCW							
					Ramparts: the national Catholic journal.  Vol. 1, no. 4, Jan. 1963.	B13757	1963-01-04	RE556469	1991-03-15	Bruce W. Stilson|PCW							
					Christian Science sentinel.  Vol. 65, no. 6, Feb. 9, 1963.	B14258	1963-01-04	RE514172	1991-01-14	Christian Science Publishing Society|PWH							
					Dow Jones news service, New York.  Jan. 4, 1963.	B14551	1963-01-04	RE522037	1991-12-30	Dow Jones & Company, Inc.|PCW							
					Chemical & engineering news.  Vol. 41, no. 1, Jan. 7, 1963.	B14595	1963-01-04	RE552591	1991-11-19	American Chemical Society|PCW							
					Los Angeles times.  Vol. 82, no. 33, Jan. 5, 1963.	B14983	1963-01-04	RE558426	1991-12-24	Times-Mirror Company|PCW							
					ARTnews.  Vol. 61, no. 9, Jan. 1963.	B15326	1963-01-04	RE517606	1991-01-30	ARTnews Associates|PCW							
					Moody's bond record.  Vol. 30, no. 1.	B15431	1963-01-04	RE557517	1991-12-04	Moody's Investors Service, Inc.|PWH							
					Index, synopsis, key number character, and syllabi in New Jersey reports and New Jersey Superior Court reports.  Vol. 38 & 77, no. 1, Jan. 4, 1963.	B15561	1963-01-04	RE542338	1991-08-19	West Publishing Company|PWH							
					North Eastern reporter, second series.  Vol. 186, no. 4, Jan. 2, 1963.	B16283	1963-01-04	RE542458	1991-08-19	West Publishing Company|PWH							
					Supreme Court reporter.  Vol. 83, no. 5, Jan. 1, 1963.	B16300	1963-01-04	RE542315	1991-08-19	West Publishing Company|PWH							
					United Feature comics.  Vol. 24, no. 1.	B19439	1963-01-04	RE540999	1991-08-16	United Feature Syndicate, Inc.|PCW							
					Tarzan.  No. 1661 (7315-7320)	B19439	1963-01-04	RE546434	1991-09-30	Edgar Rice Burroughs, Inc.|PWH							
					Li'l Abner; comic strip.  Created by Alfred G. Capp, as an employee for hire of United Feature Syndicate, Inc.	B19439	1963-01-04	RE550973	1991-11-05	Capp Enterprises, Inc.|PWH							
					The New republic.  Vol. 148, no. 2, Jan. 12, 1963.	B21191	1963-01-04	RE520560	1991-04-08	New Republic, Inc.|PCW							
					Highlights for children.  Vol. 18, no. 2, Feb. 1963.	B21610	1963-01-04	RE527788	1991-04-03	Highlights for Children, Inc.|PCW							
					Transactions quarterly.  Vol. 55, no. 4, Dec. 1962.	B26325	1963-01-04	RE561129	1991-12-24	ASM International|PWH							
					Metal progress.  Vol. 83, no. 1, Jan. 1963.	B26326	1963-01-04	RE561130	1991-12-24	ASM International|PWH							
				Wesleyan University.	Current events.  Vol. 62, no. 14, Jan. 7-11, 1963.	B29608	1963-01-04	RE539832	1991-08-05	Weekly Reader Corporation|PWH							
				Wesleyan University.	Current science.  Vol. 48, no. 14, Jan. 7-11, 1963.	B29609	1963-01-04	RE539296	1991-08-06	Weekly Reader Corporation|PWH							
				Wesleyan University.	Every week.  Vol. 29, no. 14, Jan. 7-11, 1963.	B29610	1963-01-04	RE539119	1991-08-05	Weekly Reader Corporation|PWH							
				Wesleyan University.	My weekly reader.  Ed. 1.  Vol. 40, no. 14, Jan. 7-11, 1963.	B29611	1963-01-04	RE540118	1991-08-06	Weekly Reader Corporation|PWH							
				Wesleyan University.	My weekly reader.  Ed. 2.  Vol. 32, no. 14, Jan. 7-11, 1963.	B29612	1963-01-04	RE540119	1991-08-06	Weekly Reader Corporation|PWH							
				Wesleyan University.	My weekly reader news story.  Ed. 3.  Vol. 32, no. 14, Jan. 7-11, 1963.	B29613	1963-01-04	RE539120	1991-08-05	Weekly Reader Corporation|PWH							
				Weekly Reader Corporation & Wesleyan University, in a work made for hire.	My weekly reader--News parade.  Vol. 44, no. 14, Jan. 7-11, 1963.	B29614	1963-01-04	RE539667	1991-08-05	Weekly Reader Corporation|PWH							
				Wesleyan University.	My weekly reader.  Ed. 5.  Vol. 41, no. 14, Jan. 7-11, 1963.	B29615	1963-01-04	RE539779	1991-08-05	Weekly Reader Corporation|PWH							
				Wesleyan University.	My weekly reader news report.  Ed. 6.  Vol. 17, no. 14, Jan. 7-11, 1963.	B29616	1963-01-04	RE539121	1991-08-05	Weekly Reader Corporation|PWH							
				Wesleyan University.	My weekly reader surprise.  Vol. 5, no. 14, Jan. 7-11, 1963.	B29617	1963-01-04	RE540120	1991-08-06	Weekly Reader Corporation|PWH							
				Wesleyan University.	Our times.  Vol. 27, no. 14, Jan. 9, 1963.	B29618	1963-01-04	RE540121	1991-08-06	Weekly Reader Corporation|PWH							
				Wesleyan University.	Science and math weekly.  Vol. 3, no. 14, Jan. 9, 1963.	B29620	1963-01-04	RE539833	1991-08-05	Weekly Reader Corporation|PWH							
					Pearls of wisdom.  Vol. 6, no. 1, Jan. 4, 1963.	B210864	1963-01-04	RE561091	1991-12-31	Church Universal and Triumphant, Inc.|PWH							
					Rand McNally sales control map of US.	F37046	1963-01-04	RE557707	1991-12-09	Rand McNally & Company|PWH							
					HCO policy letter of January 4, 1963, Pattern of district office.	TX2251836	1963-01-04	RE561446	1991-12-12								
					Hope and faith.  Hurt as a defense.  Role playing and other key concepts.  Text: Eva Broch (Eva Broch Pierrakos)	TX3276512	1963-01-04	RE571521	1991-12-30	John C. Pierrakos|Wr							
					Southern reporter, second series.  Vol. 144.	A604363	1963-01-05	RE541952	1991-08-19	West Publishing Company|PWH							
					Michigan reporter, covering cases reporter in North Western reporter, second series.  Vols. 115-116.	A604364	1963-01-05	RE541953	1991-08-19	West Publishing Company|PWH							
					Tennessee decisions, reported in South Western reporter, second series.  Vols. 355-359.	A604714	1963-01-05	RE541954	1991-08-19	West Publishing Company|PWH							
					Chicago daily tribune.  Vol. 122, no. 5, Jan. 5, 1963.	B10994	1963-01-05	RE513524	1991-01-02	Chicago Tribune Company|PCW							
					The Christian Science monitor, Boston.  Vol. 55, no. 34, Jan. 5, 1963.	B11009	1963-01-05	RE514164	1991-01-14	Christian Science Publishing Society|PWH							
					The New York times.  Vol. 112, no. 38332, Jan. 5, 1963.	B11156	1963-01-05	RE517512	1991-01-24	New York Times Company|PCW							
					The Washington post and times herald.  Vol. 86, no. 31, Jan. 5, 1963.	B11236	1963-01-05	RE560167	1991-12-23	Washington Post Company|PCW							
					Barron's; national business and financial weekly.  Vol. 43, no. 1, Jan. 7, 1963.	B13454	1963-01-05	RE561746	1991-12-30	Dow Jones & Company, Inc.|PCW							
					The Nation.  Vol. 196, no. 1, Jan. 5, 1963.	B15434	1963-01-05	RE567838	1991-12-09	Nation Company, Inc.|PCW							
					Los Angeles times.  Vol. 82, no. 34, Jan. 6, 1963.	B16204	1963-01-05	RE558434	1991-12-24	Times-Mirror Company|PCW							
					Southern reporter, second series.  Vol. 146, no. 6 & v. 147, no. 1, Jan. 3, 1963.	B16298	1963-01-05	RE542148	1991-08-19	West Publishing Company|PWH							
					West's California reporter.  Vol. 26, no. 5, Jan. 7, 1963.	B16302	1963-01-05	RE542111	1991-08-19	West Publishing Company|PWH							
					Atlantic reporter, second series.  Vol. 186, no. 2, Jan. 5, 1963.	B16305	1963-01-05	RE542339	1991-08-19	West Publishing Company|PWH							
					New York supplement, second series.  Vol. 234, no. 2, Jan. 1, 1963.	B16318	1963-01-05	RE506872	1991-08-19	West Publishing Company|PWH							
				L. Ron Hubbard.	HCO information letter of January 5, 1963--A Statement by L. Ron Hubbard for the press.	TX2223776	1963-01-05	RE561462	1991-12-12	Mary Sue Hubbard|W							
				Carl Sandburg.	Honey and salt.	A604405	1963-01-06	RE561935	1991-12-19	Janet Sandburg|C||Helga Crile|C||Margaret Sandburg|C							
					Chicago Sunday tribune.  Vol. 122, no. 1, Jan. 6, 1963.	B10996	1963-01-06	RE513526	1991-01-02	Chicago Tribune Company|PCW							
					The Washington post and times herald.  Vol. 86, no. 32, Jan. 6, 1963.	B11225	1963-01-06	RE560162	1991-12-23	Washington Post Company|PCW							
					Los Angeles times.  Vol. 82, no. 35, Jan. 7, 1963.	B14980	1963-01-06	RE558423	1991-12-24	Times-Mirror Company|PCW							
					Uncle Remus; cartoon strip.  Jan. 13, 1963.	K66577	1963-01-06	RE543316	1991-08-23	Walt Disney Company|PWH							
					Mickey Mouse; cartoon strip.  Jan. 13, 1963.	K66578	1963-01-06	RE543317	1991-08-27	Walt Disney Company|PWH							
					Donald Duck; cartoon strip.  Jan. 13, 1963.	K66579	1963-01-06	RE543318	1991-08-26	Walt Disney Company|PWH							
				Robert S. Cathcart & Fred H. Marcus, edited by Marvin Laser.	Ideas and issues; readings for analysis and evaluation.	A604066	1963-01-07	RE553109	1991-11-12	Marvin Laser|A							
				Mary Arkley Carter.	A Fortune in dimes.	A604104	1963-01-07	RE548137	1991-09-24	Mary Arkley Carter|A							
				Clarence Samford, Edith S. McCall & Ruth Gue.	You are here.	A604776	1963-01-07	RE558604	1991-12-06	Edith S. McCall|A							
				Clarence Samford, Edith S. McCall & Ruth Gue.	You and the neighborhood.	A604777	1963-01-07	RE558605	1991-12-06	Edith S. McCall|A							
				Richard W. Ball.	Principles of abstract algebra.	A604840	1963-01-07	RE534751	1991-07-08	Richard W. Ball|A							
				Rudolfo Usigli, editor: Rex Edward Ballinger.	El Gesticulador; pieza para demagogos en tres actos.	A605605	1963-01-07	RE528281	1991-04-29	Rex Edward Ballinger|A							
					The New York times index.  Vol. 50, no. 22, Nov. 16-30, 1962.  Editor: Joseph C. Gephart.	A605614	1963-01-07	RE527354	1991-01-23	New York Times Company|PWH							
				Majid Khadduri.	Modern Libya; a study in political development.	A609061	1963-01-07	RE532520	1991-05-28	Majid Khadduri|A							
				Nadine Gordimer.	Occasion for loving.	A609173	1963-01-07	RE522487	1991-01-29	Nadine Gordimer|A					Portion prev. pub. in Cosmopolitan, June 1960.		
				Harry Ashmore.	Encyclopaedia Britannica.  Vols. 1-24.	A609215	1963-01-07	RE560380	1991-12-05	Encyclopaedia Britannica, Inc.|PWH							
				Thomas Clark Pollock, John J. Forester & Israel Soifer.	The Macmillan English series.  Grade 5.	A609315	1963-01-07	RE551952	1991-11-08	Lillian S. Pollock|W||John J. Forester|A||David Soifer|C							
				Thomas Clark Pollock & Florence B. Bowden.	The Macmillan English series.  Grade 3.	A609316	1963-01-07	RE551953	1991-11-08	Lillian S. Pollock|W||Florence B. Bowden|A							
				Thomas Clark Pollock, Katherine Pollock, and Florence B. Bowden, illustrated by Eleanor Dart and Anne Fleur, author of renewable matter: the Macmillan Company.	The Macmillan English series.  Grade 2.	A609317	1963-01-07	RE551954	1991-11-08	Macmillan Publishing Company|PWH							
				Thomas Clark Pollock, John P. Milligan & Richard L. Loughlin.	The Macmillan English series.  Grade 8.	A609320	1963-01-07	RE551955	1991-11-08	Lillian S. Pollock|W||John P. Milligan|A||Richard L. Loughlin|A							
				William Phillips Sandford & Willard Hayes Yeager.	Principles of effective speaking.	A609335	1963-01-07	RE553115	1991-11-12	William Phillips Sandford|A||Willard Hayes Yeager|A							
				Thomas Clark Pollock & Robert W. Rounds.	The Macmillan English series.  Grade 7.	A609396	1963-01-07	RE551956	1991-11-08	Lillian S. Pollock|W||Duane McMorris|E							
				Thomas Clark Pollock & Florence B. Bowden.	The Macmillan English series.  Grade 4.	A609695	1963-01-07	RE551974	1991-11-08	Lillian S. Pollock|W||Florence B. Bowden|A							
				Thomas Clark Pollock & J. Harold Straub.	The Macmillan English series.  Grade 6.	A609696	1963-01-07	RE551975	1991-11-08	Lillian S. Pollock|W||Helen L. Straub|W							
				Ludwig Bemelmans.	Gala at the Tour d'Argent|The Street where the heart lies.	A609782	1963-01-07	RE506931	1991-01-07	Madeleine Bemelmans|W||Barbara Bemelmans|C					Ch. 8: Gala at the Tour d'Argent prev. pub. in Playboy, Dec. 1962.		
				Helen Woodward.	The Way our people lived; an intimate American history.	A609789	1963-01-07	RE521905	1991-12-13	Dora Abrams|E							
				Morley Callaghan.	That summer in Paris.	A609860	1963-01-07	RE565647	1991-11-14	Barry Callaghan|C							
				Clarence W. Wachner, Frank E. Ross & Eva Marie VanHouten.	The early years of American literature.	A610129	1963-01-07	RE543172	1991-08-15	Clarence W. Wachner|A||Frank E. Ross|A||Eva Marie VanHouten|A							
				Frank C. Laubach & Pauline Jones Hord.	A Door opens.	A610809	1963-01-07	RE551978	1991-11-08	Frank C. Laubach|A||Pauline Jones Hord|A							
				William A. Buege.	The Cross of Christ and a meditation on the seven last words from the cross.	A611828	1963-01-07	RE530319	1991-04-23	Concordia Publishing House|PWH							
					Diamond Sunday school; secretary's record book.	A612483	1963-01-07	RE553288	1991-11-21	Abingdon Press|PWH							
				Robert B. Huber.	Influencing through argument.	A613250	1963-01-07	RE506926	1991-08-07	Robert B. Huber|A							
				Harry Ashmore.	Britannica junior.  Vols. 1-15.	A613271	1963-01-07	RE560381	1991-12-05	Encyclopaedia Britannica, Inc.|PWH							
				Mildred A. Dawson & Henry A. Bamman.	Fundamentals of basic reading instruction.	A613437	1963-01-07	RE566569	1991-12-27	Dorothy Dawson Lowell|E||Henry A. Bamman|A							
				Peter A. Bertocci & Richard M. Millard.	Personality and the good; psychological and ethical perspectives.	A613438	1963-01-07	RE566570	1991-12-27	Peter A. Bertocci|A||Richard M. Millard|A							
				Metro-Goldwyn-Mayer, Inc., employer for hire of Robert C. Ackworth (text) & Robert L. Jenney (ill.)	Dr. Kildare assigned to trouble.  No. 1547.	A613852	1963-01-07	RE522663	1991-02-05	Turner Entertainment Company|PWH							
				Peter Abramoff, Robert G. Thomson.	Laboratory outlines in biology.	A620177	1963-01-07	RE567647	1991-12-11	Peter Abramoff|A||Robert G. Thomson|A							
				Karel F. Liem.	The Comparative osteology and phylogeny of the Anabantoidei (Teleostei, Pisces)	A625095	1963-01-07	RE534313	1991-06-17	Karel F. Liem|A							
					NEA comic weekly.	A637246	1963-01-07	RE543466	1991-08-16	Newspaper Enterprise Association, Inc.|PCW							
				Sydney H. Zebel & Sidney Schwartz.	Past to present: a world history.	A906138	1963-01-07	RE546389	1991-09-25	Sydney H. Zebel|A||Sidney Schwartz|A							
				Val Gielgud.	The Goggle, box affair.|Through a glass darkly.	AF20303	1963-01-07	RE546354	1991-09-25	Val Gielgud|A							
				Mickey Phillips (A. M. K. Phillips)	Meat; blood rare.	AFO38423	1963-01-07	RE534249	1991-05-28	Andrew L. Kerr-Phillips|C							
					Meat; blood rare.	AFO38659	1963-01-07	RE534250	1991-05-28	Andrew L. Kerr-Phillips|C							
				Mladen Oljaca, English translation: Century Hutchinson, Ltd., employer for hire.	A Prayer for my brethren.	AFO40068	1963-01-07	RE564924	1991-12-24	Century Hutchinson, Ltd.|PWH							
					The Christian Science monitor, Boston.  Vol. 55, no. 35, Jan. 7, 1963.	B11008	1963-01-07	RE514163	1991-01-14	Christian Science Publishing Society|PWH							
					The Wall Street journal.  Vol. 161, no. 4, Jan. 7, 1963.	B11020	1963-01-07	RE566068	1991-12-30	Dow Jones & Company, Inc.|PCW							
					The New York times.  Vol. 112, no. 38334, Jan. 7, 1963.	B11155	1963-01-07	RE517511	1991-01-24	New York Times Company|PCW							
					The Washington post and times herald.  Vol. 86, no. 33, Jan. 7, 1963.	B11237	1963-01-07	RE560168	1991-12-23	Washington Post Company|PCW							
					Billboard music week.  Vol. 75, no. 2, Jan. 12, 1963.	B11630	1963-01-07	RE555825	1991-12-10	Billboard Publications, Inc.|PCW							
					Life magazine.  Vol. 54, no. 2, Jan. 11, 1963.	B11877	1963-01-07	RE548625	1991-10-25	Time, Inc.|PCW||Magazine Company|PCW							
					Daily variety.  Vol. 118, no. 19, Jan. 7, 1963.	B12543	1963-01-07	RE507130	1991-09-17	Daily Variety, Ltd.|PWH							
					Chicago daily tribune.  Vol. 122, no. 6, Jan. 7, 1963.	B12621	1963-01-07	RE513529	1991-01-02	Chicago Tribune Company|PCW							
				Benjamin DeMott.	The Hudson review, winter 1962-63|The Little red discount house.	B13214	1963-01-07	RE539754	1991-08-08	Benjamin DeMott|A							
					The Hudson review.  Vol. 15, no. 4, winter 1962-63.	B13214	1963-01-07	RE521401	1991-12-09	Hudson Review, Inc.|PCW							
					Financial world.  Vol. 119, no. 2, Jan. 9, 1963.	B14540	1963-01-07	RE555407	1991-12-04	Financial World Partners|PWH							
					Dow Jones news service, New York.  Jan. 7, 1963.	B14556	1963-01-07	RE522042	1991-12-30	Dow Jones & Company, Inc.|PCW							
					Los Angeles times.  Vol. 82, no. 36, Jan. 8, 1963.	B14992	1963-01-07	RE558433	1991-12-24	Times-Mirror Company|PCW							
					Life magazine.  Vol. 54, no. 2, Jan. 11, 1963.	B15139	1963-01-07	RE548626	1991-10-25	Time, Inc.|PCW||Magazine Company|PCW							
					Amusement business.  Vol. 75, no. 2, Jan. 12, 1963.	B15334	1963-01-07	RE555830	1991-12-10	Billboard Publications, Inc.|PCW							
					EC & M.  Vol. 62, no. 1, Jan. 1963.|Electrical construction and maintenance.	B15376	1963-01-07	RE558297	1991-12-17	Intertec Publishing Corporation|PWH							
					American journal of physics.  Vol. 31, no. 1, Jan. 1963.	B15423	1963-01-07	RE521434	1991-11-04	American Institute of Physics|PCW							
					Moody's bond survey.  Vol. 55, no. 2.	B15432	1963-01-07	RE544990	1991-09-23	Moody's Investors Service, Inc.|PWH							
					World events; including teacher's guide.  Vol. 1, no. 20, Jan. 7, 1963.	B15911	1963-01-07	RE534028	1991-06-21	Time Life, Inc.|PWH							
					Federal reporter, second series.  Vol. 309, no. 5, Jan. 7, 1963.	B16309	1963-01-07	RE542150	1991-08-19	West Publishing Company|PWH							
					Federal supplement.  Vol. 210, no. 2, Jan. 7, 1963.	B16313	1963-01-07	RE542246	1991-08-19	West Publishing Company|PWH							
					The Christian century.  Vol. 80, no. 2, Jan. 9, 1963.	B19100	1963-01-07	RE555143	1991-11-22	Christian Century Foundation|PWH							
					Time; the weekly newsmagazine (incorporating Literary digest)  Vol. 81, no. 2, Jan. 11, 1963.	B22349	1963-01-07	RE555091	1991-11-01	Time, Inc.|PCW||Magazine Company|PCW							
					American druggist.  Vol. 147, no. 1, Jan. 7, 1963.	B38594	1963-01-07	RE559274	1991-12-20	Hearst Corporation|PCW							
				Durward L. Allen.	Wolves versus moose on Isle Royale.	B43694	1963-01-07	RE532518	1991-05-30	Durward L. Allen|A							
					National Geographic.  Vol. 123, no. 2, Feb. 1963.	B43694	1963-01-07	RE539402	1991-08-06	National Geographic Society|PWH							
				William J. Miller.	The Capital times, Jan. 7, 1963|The Wishing well.	BB22610	1963-01-07	RE577162	1991-12-09	Esther Dorothy Meyers|NK							
